TrackId,ProductName,TotalRevenue
689,"Long As I Can See The Light",0.99
697,"Born On The Bayou",0.99
701,"Night Time Is The Right Time",0.99
709,"(Wish I Could) Hideaway",0.99
715,"Gatas Extraordinárias",0.99
721,"Você Passa, Eu Acho Graça (Ao Vivo)",0.99
727,"Não Sei O Que Eu Quero Da Vida",0.99
733,E.C.T.,0.99
739,"Eleanor Rigby",0.99
745,"Comin' Home",0.99
751,"Love Child",0.99
757,"Flight Of The Rat",0.99
763,"Strange Kind Of Woman",0.99
772,"Black Night",0.99
781,"Pictures Of Home",0.99
790,"Cascades : I'm Not Your Lover",0.99
799,"The Cut Runs Deep",0.99
808,"Love Don't Mean a Thing",0.99
817,"Lick It Up",0.99
826,"Pour Some Sugar On Me",0.99
835,Action,0.99
844,"Groovus Interruptus",0.99
853,Cigano,0.99
862,Acelerou,0.99
889,"Maria Rosa",0.99
904,"Knockin On Heavens Door",0.99
905,"Wonderful Tonight",0.99
909,Signe,0.99
911,"Hey Hey",0.99
915,Layla,0.99
917,"Walkin' Blues",0.99
921,"Old Love",0.99
929,"Ashes To Ashes",0.99
933,"Home Sick Home",0.99
941,Malpractice,0.99
947,"Midnight Cowboy",0.99
953,"Star A.D.",0.99
959,"King For A Day",0.99
965,Epic,0.99
971,"The Morning After",0.99
977,"Xote Dos Milagres",0.99
983,Principiando/Decolagem,0.99
989,"In Your Honor",0.99
995,"Free Me",0.99
1004,"Over And Out",0.99
1013,"Disenchanted Lullaby",0.99
1022,"Hey, Johnny Park!",0.99
1031,"Walking After You",0.99
1040,"Summer Love",0.99
1049,"Come Fly With Me",0.99
1058,Nervosa,0.99
1067,"Meu Guarda-Chuva",0.99
1076,Juazeiro,0.99
1085,"Lamento Sertanejo",0.99
1094,"Estrela (Live)",0.99
1121,"Straight Out Of Line",0.99
1136,"Boulevard Of Broken Dreams",0.99
1137,"Are We The Waiting",0.99
1141,"Extraordinary Girl",0.99
1143,"Wake Me Up When September Ends",0.99
1147,"It's So Easy",0.99
1149,"Out Ta Get Me",0.99
1153,"Think About You",0.99
1161,"Don't Cry (Original)",0.99
1165,"Back off Bitch",0.99
1173,Coma,0.99
1179,"Shotgun Blues",0.99
1185,"You Could Be Mine",0.99
1191,"Deep Waters",0.99
1197,"Thinking 'Bout Tomorrow",0.99
1203,"Brighter Than a Thousand Suns",0.99
1209,"Lord of Light",0.99
1215,Transylvania,0.99
1221,"2 Minutes To Midnight",0.99
1227,"Wasting Love",0.99
1236,"Ghost Of The Navigator",0.99
1245,"Wildest Dreams",0.99
1254,"Age Of Innocence",0.99
1263,"Chains Of Misery",0.99
1272,"05 - Phantom of the Opera",0.99
1281,"Genghis Khan",0.99
1290,"The Trooper",0.99
1299,"Running Free",0.99
1308,"From Here To Eternity",0.99
1317,"Heaven Can Wait",0.99
1326,"Holy Smoke",0.99
1353,"The Wicker Man",0.99
1368,"Hallowed Be Thy Name",0.99
1369,Sanctuary,0.99
1373,"Can I Play With Madness",0.99
1375,"Seventh Son of a Seventh Son",0.99
1379,"Caught Somewhere in Time",0.99
1381,"Sea of Madness",0.99
1385,"De Ja Vu",0.99
1393,"The Number Of The Beast",0.99
1397,"Man On The Edge",0.99
1405,"The Unbeliever",0.99
1411,"The Educated Fool",0.99
1417,"Out Of Sight",0.99
1423,"Get Up (I Feel Like Being A) Sex Machine",0.99
1429,"It's Too Funky In Here",0.99
1435,"Too Young To Die",0.99
1441,"Blow Your Mind",0.99
1447,"Soul Education",0.99
1453,"King For A Day",0.99
1459,"Manifest Destiny",0.99
1468,"Rollover D.J.",0.99
1477,"Lazy Gun",0.99
1486,Fire,0.99
1495,"Highway Chile",0.99
1504,Midnight,0.99
1513,"Charles Anjo 45",0.99
1522,"Vou Pra Ai",0.99
1531,Onibusfobia,0.99
1540,Papelão,0.99
1549,"Hot Rockin'",0.99
1558,"Ram It Down",0.99
1585,"Whole Lotta Love (Medley)",0.99
1600,"D'Yer Mak'er",0.99
1601,"No Quarter",0.99
1605,"Fool In The Rain",0.99
1607,Carouselambra,0.99
1611,"Rock & Roll",0.99
1613,"Stairway To Heaven",0.99
1617,"When The Levee Breaks",0.99
1625,"I Can't Quit You Baby",0.99
1629,"The Lemon Song",0.99
1637,Friends,0.99
1643,"That's The Way",0.99
1649,"Ten Years Gone",0.99
1655,"Achilles Last Stand",0.99
1661,"Tea For One",0.99
1667,"No Quarter",0.99
1673,"Música De Trabalho",0.99
1679,Dezesseis,0.99
1685,"O Livro Dos Dias",0.99
1691,Indios,0.99
1700,Dezesseis,0.99
1709,"American Woman",0.99
1718,Honolulu,0.99
1727,Brumário,0.99
1736,"Tudo Bem",0.99
1745,"Pseudo Silk Kimono",0.99
1754,"White Feather",0.99
1763,"De Noite Na Cama",0.99
1772,"O Xote Das Meninas",0.99
1781,"Seek And You Shall Find",0.99
1790,"Heavy Love Affair",0.99
1817,"Last Caress/Green Hell",0.99
1832,"Jump In The Fire",0.99
1833,"(Anesthesia) Pulling Teeth",0.99
1837,"Seek & Destroy",0.99
1839,"Ain't My Bitch",0.99
1843,"King Nothing",0.99
1845,"Bleeding Me",0.99
1849,"Mama Said",0.99
1857,"Disposable Heroes",0.99
1861,Fuel,0.99
1869,"Where The Wild Things Are",0.99
1875,"Ride The Lightning",0.99
1881,"The Call Of Ktulu",0.99
1887,"My World",0.99
1893,Blackened,0.99
1899,"The Frayed Ends Of Sanity",0.99
1905,"My Ship",0.99
